Priority_Rank,Churn_Prob,Contract,CLTV,Monthly_Charge,Discount_Rate,Monthly_Discount,Annual_Offer_Cost,Expected_Loss,Net_ROI
563,0.77,Month-to-Month,5091,56.056,0.05,2.8028,33.6336,3920.07,3886.4364
564,0.8,Month-to-Month,4898,104.884,0.05,5.2442,62.930400000000006,3918.4,3855.4696
565,0.94,Month-to-Month,4163,109.512,0.1,10.9512,131.4144,3913.22,3781.8055999999997
566,0.93,Month-to-Month,4206,93.08,0.1,9.308,111.696,3911.5800000000004,3799.8840000000005
567,0.95,Month-to-Month,4113,110.604,0.1,11.060400000000001,132.72480000000002,3907.35,3774.6252
568,0.91,Month-to-Month,4292,72.124,0.1,7.2124,86.5488,3905.7200000000003,3819.1712
569,0.94,Month-to-Month,4154,92.924,0.1,9.2924,111.50880000000001,3904.7599999999998,3793.2511999999997
570,0.9,Month-to-Month,4335,78.104,0.1,7.8104000000000005,93.7248,3901.5,3807.7752
571,0.93,Month-to-Month,4193,97.604,0.1,9.7604,117.12480000000001,3899.4900000000002,3782.3652
572,0.93,Month-to-Month,4192,99.944,0.1,9.9944,119.93280000000001,3898.5600000000004,3778.6272000000004
573,0.91,Month-to-Month,4283,110.188,0.1,11.0188,132.22560000000001,3897.53,3765.3044
574,0.97,Month-to-Month,4017,62.244,0.15,9.336599999999999,112.0392,3896.49,3784.4507999999996
575,0.94,Month-to-Month,4145,46.8,0.1,4.68,56.16,3896.2999999999997,3840.14
576,0.78,Month-to-Month,4995,78.364,0.05,3.9182000000000006,47.01840000000001,3896.1,3849.0816
577,0.98,Month-to-Month,3975,97.968,0.15,14.6952,176.3424,3895.5,3719.1576
578,0.76,Month-to-Month,5124,83.356,0.05,4.1678,50.0136,3894.2400000000002,3844.2264000000005
579,0.98,Month-to-Month,3972,77.74,0.15,11.661,139.932,3892.56,3752.628
580,0.88,Month-to-Month,4418,83.46,0.1,8.346,100.152,3887.84,3787.688
581,0.84,Month-to-Month,4628,26.26,0.05,1.3130000000000002,15.756000000000002,3887.52,3871.764
582,0.92,Month-to-Month,4225,82.368,0.1,8.2368,98.8416,3887.0,3788.1584
583,0.94,Month-to-Month,4133,73.06,0.1,7.306000000000001,87.67200000000001,3885.02,3797.348
584,0.98,Month-to-Month,3964,77.376,0.15,11.6064,139.2768,3884.72,3745.4431999999997
585,0.79,Month-to-Month,4914,58.136,0.05,2.9068000000000005,34.881600000000006,3882.0600000000004,3847.1784000000002
586,0.83,Month-to-Month,4673,78.208,0.05,3.9104,46.924800000000005,3878.5899999999997,3831.6651999999995
587,0.96,Month-to-Month,4038,104.52,0.15,15.677999999999999,188.136,3876.48,3688.344
588,0.85,Month-to-Month,4554,97.24,0.05,4.862,58.344,3870.9,3812.556
589,0.95,Month-to-Month,4074,98.956,0.1,9.895600000000002,118.74720000000002,3870.2999999999997,3751.5527999999995
590,0.85,Month-to-Month,4553,108.212,0.05,5.4106000000000005,64.9272,3870.0499999999997,3805.1227999999996
591,0.76,Month-to-Month,5084,104.312,0.05,5.2156,62.5872,3863.84,3801.2528
592,0.93,Month-to-Month,4154,87.88,0.1,8.788,105.456,3863.2200000000003,3757.764
593,0.82,Month-to-Month,4710,20.05,0.05,1.0025000000000002,12.030000000000001,3862.2,3850.1699999999996
594,0.83,Month-to-Month,4648,44.304,0.05,2.2152000000000003,26.582400000000003,3857.8399999999997,3831.2576
595,0.94,Month-to-Month,4103,98.176,0.1,9.8176,117.81120000000001,3856.8199999999997,3739.0087999999996
596,0.89,Month-to-Month,4330,83.304,0.1,8.330400000000001,99.96480000000001,3853.7000000000003,3753.7352
597,0.94,Month-to-Month,4099,29.588,0.1,2.9588,35.5056,3853.06,3817.5544
598,0.79,Month-to-Month,4873,52.26,0.05,2.613,31.356,3849.67,3818.314
599,0.94,Month-to-Month,4095,26.728,0.1,2.6728000000000005,32.073600000000006,3849.2999999999997,3817.2263999999996
600,0.87,Month-to-Month,4424,105.144,0.1,10.514400000000002,126.17280000000002,3848.88,3722.7072000000003
601,0.93,Month-to-Month,4138,54.288,0.1,5.4288,65.1456,3848.34,3783.1944000000003
602,0.99,Month-to-Month,3887,89.96,0.15,13.493999999999998,161.92799999999997,3848.13,3686.202
603,0.87,One Year,4423,111.852,0.1,11.185200000000002,134.22240000000002,3848.0099999999998,3713.7875999999997
604,0.85,Month-to-Month,4522,69.056,0.05,3.4528,41.4336,3843.7,3802.2664
605,0.92,Month-to-Month,4176,97.76,0.1,9.776000000000002,117.31200000000001,3841.92,3724.608
606,0.8,Month-to-Month,4788,97.552,0.05,4.877600000000001,58.53120000000001,3830.4,3771.8688
607,0.88,Month-to-Month,4352,107.536,0.1,10.7536,129.0432,3829.76,3700.7168
608,0.9,Month-to-Month,4254,91.884,0.1,9.1884,110.26079999999999,3828.6,3718.3392
609,0.91,Month-to-Month,4203,88.192,0.1,8.8192,105.8304,3824.73,3718.8996
610,0.85,Month-to-Month,4498,58.188,0.05,2.9094,34.912800000000004,3823.2999999999997,3788.3871999999997
611,0.98,Month-to-Month,3898,94.172,0.15,14.1258,169.5096,3820.04,3650.5304
612,0.92,Month-to-Month,4152,104.78,0.1,10.478000000000002,125.73600000000002,3819.84,3694.1040000000003
613,0.93,Month-to-Month,4107,93.392,0.1,9.3392,112.0704,3819.51,3707.4396
614,0.85,Month-to-Month,4493,98.748,0.05,4.9374,59.2488,3819.0499999999997,3759.8012
615,0.82,Month-to-Month,4656,56.732,0.05,2.8366000000000002,34.0392,3817.9199999999996,3783.8807999999995
616,0.89,Month-to-Month,4283,108.108,0.1,10.8108,129.7296,3811.87,3682.1403999999998
617,0.9,Month-to-Month,4235,102.596,0.1,10.2596,123.11520000000002,3811.5,3688.3848
618,0.76,Month-to-Month,5014,94.12,0.05,4.706,56.47200000000001,3810.64,3754.1679999999997
619,0.84,Month-to-Month,4534,31.148,0.05,1.5574000000000001,18.6888,3808.56,3789.8712
620,0.93,Month-to-Month,4094,46.852,0.1,4.6852,56.2224,3807.42,3751.1976
621,0.96,Month-to-Month,3963,73.58,0.15,11.036999999999999,132.444,3804.48,3672.036
622,0.82,Month-to-Month,4639,87.88,0.05,4.394,52.728,3803.9799999999996,3751.2519999999995
623,0.84,Month-to-Month,4526,52.364,0.05,2.6182,31.4184,3801.8399999999997,3770.4215999999997
624,0.76,Month-to-Month,4996,93.132,0.05,4.6566,55.8792,3796.96,3741.0808
625,0.89,Month-to-Month,4263,77.376,0.1,7.7376000000000005,92.8512,3794.07,3701.2188
626,0.84,Month-to-Month,4513,82.836,0.05,4.1418,49.7016,3790.92,3741.2184
627,0.84,Month-to-Month,4509,76.44,0.05,3.822,45.864000000000004,3787.56,3741.696
628,0.82,Month-to-Month,4618,52.364,0.05,2.6182,31.4184,3786.7599999999998,3755.3415999999997
629,0.78,Month-to-Month,4846,47.84,0.05,2.3920000000000003,28.704000000000004,3779.88,3751.176
630,0.91,Month-to-Month,4152,19.4,0.1,1.94,23.28,3778.32,3755.04
631,0.85,Month-to-Month,4444,50.492,0.05,2.5246,30.2952,3777.4,3747.1048
632,0.81,Month-to-Month,4662,47.892,0.05,2.3946,28.7352,3776.2200000000003,3747.4848
633,0.91,Month-to-Month,4149,90.636,0.1,9.0636,108.76319999999998,3775.59,3666.8268000000003
634,0.89,Month-to-Month,4242,86.892,0.1,8.6892,104.2704,3775.38,3671.1096000000002
635,0.85,Month-to-Month,4437,88.348,0.05,4.4174,53.008799999999994,3771.45,3718.4411999999998
636,0.93,Month-to-Month,4054,82.108,0.1,8.2108,98.52960000000002,3770.2200000000003,3671.6904000000004
637,0.84,Month-to-Month,4481,104.208,0.05,5.2104,62.5248,3764.04,3701.5152
638,0.87,Month-to-Month,4321,101.244,0.1,10.124400000000001,121.49280000000002,3759.27,3637.7772
639,0.87,Month-to-Month,4319,95.368,0.1,9.5368,114.4416,3757.53,3643.0884
640,0.79,Two Year,4751,100.1,0.05,5.005,60.06,3753.29,3693.23
641,0.99,Month-to-Month,3790,99.684,0.15,14.952599999999999,179.4312,3752.1,3572.6688
642,0.9,Month-to-Month,4167,83.564,0.1,8.356399999999999,100.27679999999998,3750.3,3650.0232
643,0.88,Month-to-Month,4261,88.036,0.1,8.803600000000001,105.64320000000001,3749.68,3644.0368
644,0.95,Month-to-Month,3947,83.356,0.1,8.3356,100.0272,3749.6499999999996,3649.6227999999996
645,0.82,Month-to-Month,4568,47.112,0.05,2.3556000000000004,28.267200000000003,3745.7599999999998,3717.4928
646,0.82,Month-to-Month,4564,37.96,0.05,1.8980000000000001,22.776000000000003,3742.4799999999996,3719.7039999999997
647,0.77,Month-to-Month,4856,47.372,0.05,2.3686000000000003,28.4232,3739.12,3710.6967999999997
648,0.93,Month-to-Month,4017,87.516,0.1,8.751600000000002,105.01920000000001,3735.8100000000004,3630.7908
649,0.86,Month-to-Month,4340,87.88,0.1,8.788,105.456,3732.4,3626.944
650,0.83,Two Year,4495,120.848,0.05,6.042400000000001,72.50880000000001,3730.85,3658.3412
651,0.94,Month-to-Month,3966,109.096,0.1,10.909600000000001,130.91520000000003,3728.04,3597.1248
652,0.88,Month-to-Month,4231,77.116,0.1,7.711600000000001,92.53920000000001,3723.28,3630.7408
653,1.0,Month-to-Month,3723,87.204,0.15,13.080599999999999,156.9672,3723.0,3566.0328
654,0.9,Month-to-Month,4136,107.432,0.1,10.743200000000002,128.91840000000002,3722.4,3593.4816
655,0.82,Month-to-Month,4535,83.044,0.05,4.1522,49.82639999999999,3718.7,3668.8736
656,0.98,Month-to-Month,3794,104.0,0.15,15.6,187.2,3718.12,3530.92
657,0.86,Month-to-Month,4323,19.8,0.1,1.9800000000000002,23.76,3717.7799999999997,3694.0199999999995
658,0.95,Month-to-Month,3913,50.908,0.1,5.090800000000001,61.089600000000004,3717.35,3656.2604
659,0.9,Month-to-Month,4129,99.58,0.1,9.958,119.49600000000001,3716.1,3596.604
660,0.9,Month-to-Month,4126,57.876,0.1,5.7876,69.4512,3713.4,3643.9488
661,0.81,Month-to-Month,4584,92.924,0.05,4.6462,55.754400000000004,3713.0400000000004,3657.2856000000006
662,0.9,Month-to-Month,4120,104.156,0.1,10.415600000000001,124.98720000000002,3708.0,3583.0128
663,0.91,Month-to-Month,4074,92.716,0.1,9.2716,111.25919999999999,3707.34,3596.0808
664,0.78,Month-to-Month,4753,88.868,0.05,4.4434,53.32079999999999,3707.34,3654.0192
665,0.91,Month-to-Month,4073,71.968,0.1,7.1968000000000005,86.36160000000001,3706.4300000000003,3620.0684
666,0.82,Month-to-Month,4519,57.928,0.05,2.8964,34.7568,3705.58,3670.8232
667,0.98,Month-to-Month,3780,90.272,0.15,13.5408,162.4896,3704.4,3541.9104
668,0.94,Month-to-Month,3940,78.832,0.1,7.8831999999999995,94.5984,3703.6,3609.0016
669,0.89,Month-to-Month,4160,105.144,0.1,10.514400000000002,126.17280000000002,3702.4,3576.2272000000003
670,0.77,Month-to-Month,4806,84.396,0.05,4.2198,50.637600000000006,3700.62,3649.9824
671,0.89,Month-to-Month,4157,94.016,0.1,9.4016,112.8192,3699.73,3586.9108
672,0.76,Month-to-Month,4860,19.95,0.05,0.9975,11.97,3693.6,3681.63
673,0.77,Month-to-Month,4795,52.416,0.05,2.6208,31.4496,3692.15,3660.7004
674,0.82,Month-to-Month,4500,20.1,0.05,1.0050000000000001,12.060000000000002,3690.0,3677.94
675,0.98,Month-to-Month,3763,79.508,0.15,11.9262,143.1144,3687.74,3544.6256
676,1.0,Month-to-Month,3685,92.092,0.15,13.813799999999999,165.76559999999998,3685.0,3519.2344
677,0.88,Month-to-Month,4183,82.42,0.1,8.242,98.90400000000001,3681.04,3582.136
678,0.77,One Year,4776,103.896,0.05,5.194800000000001,62.33760000000001,3677.52,3615.1824
679,0.88,Month-to-Month,4179,71.916,0.1,7.1916,86.2992,3677.52,3591.2208
680,0.85,Month-to-Month,4325,20.2,0.05,1.01,12.120000000000001,3676.25,3664.13
681,0.78,Month-to-Month,4713,52.832,0.05,2.6416000000000004,31.699200000000005,3676.1400000000003,3644.4408000000003
682,0.85,Month-to-Month,4324,83.096,0.05,4.154800000000001,49.857600000000005,3675.4,3625.5424000000003
683,0.8,Month-to-Month,4594,92.56,0.05,4.628,55.536,3675.2000000000003,3619.664
684,0.87,Month-to-Month,4223,110.084,0.1,11.008400000000002,132.10080000000002,3674.0099999999998,3541.9091999999996
685,0.81,Month-to-Month,4531,62.4,0.05,3.12,37.44,3670.11,3632.67
686,0.82,Month-to-Month,4471,108.68,0.05,5.434000000000001,65.20800000000001,3666.22,3601.0119999999997
687,0.81,Month-to-Month,4526,78.312,0.05,3.9156,46.9872,3666.0600000000004,3619.0728000000004
688,0.95,Month-to-Month,3856,82.42,0.1,8.242,98.90400000000001,3663.2,3564.296
689,0.83,Month-to-Month,4412,57.304,0.05,2.8652,34.382400000000004,3661.96,3627.5776
690,0.85,Month-to-Month,4304,95.316,0.05,4.7658000000000005,57.189600000000006,3658.4,3601.2104
691,0.77,Month-to-Month,4748,83.096,0.05,4.154800000000001,49.857600000000005,3655.96,3606.1024
692,0.82,One Year,4454,112.788,0.05,5.6394,67.6728,3652.2799999999997,3584.6072
693,0.78,Month-to-Month,4676,78.728,0.05,3.9364,47.2368,3647.28,3600.0432
694,0.77,One Year,4736,107.38,0.05,5.369,64.428,3646.7200000000003,3582.2920000000004
695,0.79,Month-to-Month,4616,77.376,0.05,3.8688000000000002,46.4256,3646.6400000000003,3600.2144000000003
696,0.89,Month-to-Month,4095,97.812,0.1,9.7812,117.37440000000001,3644.55,3527.1756
697,0.87,Month-to-Month,4188,103.116,0.1,10.3116,123.73920000000001,3643.56,3519.8208
698,0.76,Month-to-Month,4785,20.15,0.05,1.0075,12.09,3636.6,3624.5099999999998
699,0.82,One Year,4432,122.512,0.05,6.1256,73.50720000000001,3634.24,3560.7327999999998
700,0.83,Month-to-Month,4378,76.44,0.05,3.822,45.864000000000004,3633.74,3587.8759999999997
701,0.87,Month-to-Month,4176,95.42,0.1,9.542,114.50399999999999,3633.12,3518.616
702,0.85,One Year,4274,112.892,0.05,5.6446000000000005,67.7352,3632.9,3565.1648
703,0.84,Month-to-Month,4324,42.692,0.05,2.1346000000000003,25.6152,3632.16,3606.5447999999997
704,0.93,Month-to-Month,3905,88.608,0.1,8.860800000000001,106.32960000000001,3631.65,3525.3204
705,0.85,Month-to-Month,4272,58.032,0.05,2.9016,34.8192,3631.2,3596.3808
706,0.77,One Year,4714,86.32,0.05,4.316,51.792,3629.78,3577.9880000000003
707,0.88,Month-to-Month,4123,73.32,0.1,7.332,87.984,3628.2400000000002,3540.2560000000003
708,0.95,Month-to-Month,3812,84.5,0.1,8.450000000000001,101.4,3621.3999999999996,3519.9999999999995
709,0.94,Month-to-Month,3851,93.132,0.1,9.3132,111.7584,3619.9399999999996,3508.1815999999994
710,0.77,Month-to-Month,4687,109.876,0.05,5.4938,65.9256,3608.9900000000002,3543.0644
711,0.82,Month-to-Month,4398,80.86,0.05,4.043,48.516000000000005,3606.3599999999997,3557.8439999999996
712,0.98,Month-to-Month,3677,99.268,0.15,14.8902,178.6824,3603.46,3424.7776
713,0.91,Month-to-Month,3955,50.492,0.1,5.0492,60.5904,3599.05,3538.4596
714,0.85,Month-to-Month,4233,103.48,0.05,5.174,62.08800000000001,3598.0499999999997,3535.9619999999995
715,0.87,Month-to-Month,4132,18.85,0.1,1.8850000000000002,22.620000000000005,3594.84,3572.2200000000003
716,0.83,Month-to-Month,4330,101.816,0.05,5.090800000000001,61.089600000000004,3593.8999999999996,3532.8104
717,0.77,One Year,4663,109.876,0.05,5.4938,65.9256,3590.51,3524.5844
718,0.93,Month-to-Month,3860,77.584,0.1,7.758400000000001,93.1008,3589.8,3496.6992
719,0.84,Month-to-Month,4273,83.772,0.05,4.1886,50.2632,3589.3199999999997,3539.0568
720,0.83,Month-to-Month,4320,78.572,0.05,3.9286000000000003,47.14320000000001,3585.6,3538.4568
721,0.78,One Year,4596,72.956,0.05,3.6478,43.7736,3584.88,3541.1064
722,0.84,Month-to-Month,4265,68.328,0.05,3.4164000000000003,40.99680000000001,3582.6,3541.6032
723,0.8,Month-to-Month,4478,51.22,0.05,2.561,30.732,3582.4,3551.668
724,0.9,Month-to-Month,3980,82.784,0.1,8.278400000000001,99.34080000000002,3582.0,3482.6592
725,0.9,Month-to-Month,3965,117.468,0.1,11.7468,140.9616,3568.5,3427.5384
726,0.9,Month-to-Month,3965,72.54,0.1,7.254000000000001,87.04800000000002,3568.5,3481.4519999999998
727,0.79,Month-to-Month,4517,78.208,0.05,3.9104,46.924800000000005,3568.4300000000003,3521.5052000000005
728,0.84,Month-to-Month,4248,51.636,0.05,2.5818000000000003,30.981600000000004,3568.3199999999997,3537.3383999999996
729,0.85,Month-to-Month,4197,20.2,0.05,1.01,12.120000000000001,3567.45,3555.33
730,0.77,Month-to-Month,4633,19.9,0.05,0.995,11.94,3567.4100000000003,3555.4700000000003
731,0.79,Month-to-Month,4512,104.052,0.05,5.2026,62.431200000000004,3564.48,3502.0488
732,0.78,Month-to-Month,4568,53.248,0.05,2.6624,31.9488,3563.04,3531.0912
733,0.99,Month-to-Month,3596,106.184,0.15,15.927599999999998,191.13119999999998,3560.04,3368.9088
734,0.96,Month-to-Month,3706,36.452,0.15,5.4677999999999995,65.61359999999999,3557.7599999999998,3492.1463999999996
735,0.87,Month-to-Month,4089,100.672,0.1,10.0672,120.8064,3557.43,3436.6236
736,0.81,One Year,4389,115.336,0.05,5.7668,69.2016,3555.09,3485.8884000000003
737,0.97,Month-to-Month,3665,98.436,0.15,14.7654,177.1848,3555.0499999999997,3377.8651999999997
738,1.0,Month-to-Month,3555,82.212,0.15,12.3318,147.9816,3555.0,3407.0184
739,0.91,Month-to-Month,3901,73.632,0.1,7.363200000000001,88.35840000000002,3549.9100000000003,3461.5516000000002
740,0.85,Month-to-Month,4176,99.008,0.05,4.9504,59.4048,3549.6,3490.1952
741,0.88,Month-to-Month,4028,78.572,0.1,7.857200000000001,94.28640000000001,3544.64,3450.3536
742,0.78,Month-to-Month,4544,101.244,0.05,5.062200000000001,60.74640000000001,3544.32,3483.5736
743,0.91,Month-to-Month,3890,84.032,0.1,8.4032,100.83840000000001,3539.9,3439.0616
744,0.85,Month-to-Month,4162,46.332,0.05,2.3166,27.799200000000003,3537.7,3509.9008
745,0.88,Month-to-Month,4019,108.472,0.1,10.8472,130.1664,3536.72,3406.5535999999997
746,0.96,Month-to-Month,3683,77.48,0.15,11.622,139.464,3535.68,3396.216
747,0.76,Month-to-Month,4650,93.652,0.05,4.6826,56.191199999999995,3534.0,3477.8088
748,0.82,Month-to-Month,4306,84.084,0.05,4.2042,50.4504,3530.9199999999996,3480.4695999999994
749,0.83,Month-to-Month,4235,57.304,0.05,2.8652,34.382400000000004,3515.0499999999997,3480.6675999999998
750,0.92,Month-to-Month,3809,57.2,0.1,5.720000000000001,68.64000000000001,3504.28,3435.6400000000003
751,0.82,Month-to-Month,4266,19.3,0.05,0.9650000000000001,11.580000000000002,3498.12,3486.54
752,0.76,One Year,4601,114.556,0.05,5.7278,68.7336,3496.76,3428.0264
753,0.94,Month-to-Month,3718,52.832,0.1,5.283200000000001,63.39840000000001,3494.9199999999996,3431.5215999999996
754,0.78,Month-to-Month,4479,20.0,0.05,1.0,12.0,3493.6200000000003,3481.6200000000003
755,0.85,Month-to-Month,4110,58.5,0.05,2.9250000000000003,35.1,3493.5,3458.4
756,0.87,Month-to-Month,4013,77.636,0.1,7.7636,93.1632,3491.31,3398.1468
757,0.88,Month-to-Month,3967,88.972,0.1,8.8972,106.7664,3490.96,3384.1936
758,0.9,Month-to-Month,3878,89.076,0.1,8.9076,106.8912,3490.2000000000003,3383.3088000000002
759,0.88,Month-to-Month,3964,73.268,0.1,7.3268,87.92160000000001,3488.32,3400.3984
760,0.97,Month-to-Month,3596,78.312,0.15,11.746799999999999,140.96159999999998,3488.12,3347.1584
761,0.79,One Year,4406,109.616,0.05,5.4808,65.7696,3480.7400000000002,3414.9704
762,0.91,One Year,3824,107.9,0.1,10.790000000000001,129.48000000000002,3479.84,3350.36
763,0.9,Month-to-Month,3865,53.82,0.1,5.382000000000001,64.584,3478.5,3413.916
764,0.83,Month-to-Month,4190,60.944,0.05,3.0472,36.5664,3477.7,3441.1335999999997
765,0.79,One Year,4394,94.224,0.05,4.711200000000001,56.534400000000005,3471.26,3414.7256
766,0.77,Month-to-Month,4508,111.02,0.05,5.551,66.612,3471.16,3404.548
767,0.99,Month-to-Month,3506,97.604,0.15,14.6406,175.6872,3470.94,3295.2528
768,0.84,Month-to-Month,4127,96.2,0.05,4.8100000000000005,57.720000000000006,3466.68,3408.96
769,0.86,Month-to-Month,4028,51.376,0.1,5.1376,61.6512,3464.08,3402.4288
770,0.92,Month-to-Month,3757,46.956,0.1,4.695600000000001,56.34720000000001,3456.44,3400.0928
771,0.97,Month-to-Month,3561,47.528,0.15,7.1292,85.5504,3454.17,3368.6196
772,0.82,Month-to-Month,4212,56.524,0.05,2.8262,33.9144,3453.8399999999997,3419.9255999999996
773,0.76,Two Year,4544,108.16,0.05,5.408,64.896,3453.44,3388.544
774,0.84,Month-to-Month,4109,88.608,0.05,4.430400000000001,53.16480000000001,3451.56,3398.3952
775,0.89,Month-to-Month,3878,92.508,0.1,9.2508,111.0096,3451.42,3340.4104
776,0.94,Month-to-Month,3670,103.948,0.1,10.3948,124.7376,3449.7999999999997,3325.0624
777,0.82,Month-to-Month,4207,50.544,0.05,2.5272,30.3264,3449.74,3419.4136
778,0.92,Month-to-Month,3747,30.368,0.1,3.0368,36.4416,3447.2400000000002,3410.7984
779,0.79,Month-to-Month,4359,94.224,0.05,4.711200000000001,56.534400000000005,3443.61,3387.0756
780,0.85,Month-to-Month,4049,67.288,0.05,3.3644,40.3728,3441.65,3401.2772
781,0.89,Month-to-Month,3861,92.612,0.1,9.2612,111.1344,3436.29,3325.1556
782,0.83,Month-to-Month,4133,20.35,0.05,1.0175,12.21,3430.39,3418.18
783,0.9,Month-to-Month,3807,93.34,0.1,9.334000000000001,112.00800000000001,3426.3,3314.2920000000004
784,0.89,Month-to-Month,3849,104.884,0.1,10.4884,125.86080000000001,3425.61,3299.7492
785,0.98,Month-to-Month,3492,82.524,0.15,12.3786,148.5432,3422.16,3273.6168
786,0.8,One Year,4261,113.62,0.05,5.681000000000001,68.17200000000001,3408.8,3340.628
787,0.78,One Year,4369,108.316,0.05,5.415800000000001,64.98960000000001,3407.82,3342.8304000000003
788,0.82,Month-to-Month,4155,83.668,0.05,4.183400000000001,50.20080000000001,3407.1,3356.8992
789,0.96,Month-to-Month,3542,26.312,0.15,3.9468,47.3616,3400.3199999999997,3352.9583999999995
790,0.89,Month-to-Month,3819,84.552,0.1,8.455200000000001,101.46240000000002,3398.91,3297.4476
791,0.77,Month-to-Month,4414,41.704,0.05,2.0852,25.022399999999998,3398.78,3373.7576000000004
792,0.83,Month-to-Month,4094,72.8,0.05,3.64,43.68,3398.02,3354.34
793,0.84,Month-to-Month,4044,51.012,0.05,2.5506,30.607200000000002,3396.96,3366.3528
794,0.81,Month-to-Month,4193,90.012,0.05,4.5006,54.007200000000005,3396.3300000000004,3342.3228000000004
795,0.83,Month-to-Month,4091,99.424,0.05,4.9712000000000005,59.65440000000001,3395.5299999999997,3335.8756
796,0.95,Month-to-Month,3567,81.64,0.1,8.164,97.96799999999999,3388.6499999999996,3290.682
797,0.97,Month-to-Month,3493,102.96,0.15,15.443999999999999,185.32799999999997,3388.21,3202.882
798,0.88,One Year,3849,93.132,0.1,9.3132,111.7584,3387.12,3275.3615999999997
799,0.95,Month-to-Month,3561,90.324,0.1,9.0324,108.3888,3382.95,3274.5611999999996
800,0.83,One Year,4072,104.988,0.05,5.2494000000000005,62.9928,3379.7599999999998,3316.7672
801,0.96,Month-to-Month,3520,78.936,0.15,11.8404,142.0848,3379.2,3237.1151999999997
802,0.9,Month-to-Month,3753,21.0,0.1,2.1,25.200000000000003,3377.7000000000003,3352.5000000000005
803,0.82,Month-to-Month,4115,97.552,0.05,4.877600000000001,58.53120000000001,3374.2999999999997,3315.7688
804,0.88,Month-to-Month,3834,83.616,0.1,8.361600000000001,100.3392,3373.92,3273.5808
805,0.91,Month-to-Month,3706,72.904,0.1,7.2904,87.4848,3372.46,3284.9752
806,0.91,Month-to-Month,3704,46.436,0.1,4.6436,55.723200000000006,3370.6400000000003,3314.9168000000004
807,0.85,Month-to-Month,3962,87.256,0.05,4.3628,52.3536,3367.7,3315.3464
808,0.78,Month-to-Month,4316,88.348,0.05,4.4174,53.008799999999994,3366.48,3313.4712
809,0.9,Month-to-Month,3740,83.252,0.1,8.3252,99.9024,3366.0,3266.0976
810,0.9,Month-to-Month,3740,91.884,0.1,9.1884,110.26079999999999,3366.0,3255.7392
811,0.8,Month-to-Month,4207,30.836,0.05,1.5418,18.5016,3365.6000000000004,3347.0984000000003
812,0.97,Month-to-Month,3469,82.68,0.15,12.402000000000001,148.824,3364.93,3216.1059999999998
813,0.96,Month-to-Month,3501,82.576,0.15,12.386399999999998,148.6368,3360.96,3212.3232
814,0.77,Month-to-Month,4356,92.456,0.05,4.622800000000001,55.473600000000005,3354.12,3298.6464
815,0.79,Month-to-Month,4243,103.844,0.05,5.1922,62.3064,3351.9700000000003,3289.6636000000003
816,0.95,Month-to-Month,3525,73.268,0.1,7.3268,87.92160000000001,3348.75,3260.8284
817,0.9,Month-to-Month,3714,101.92,0.1,10.192,122.304,3342.6,3220.296
818,0.81,Month-to-Month,4119,52.78,0.05,2.6390000000000002,31.668000000000003,3336.3900000000003,3304.722
819,0.96,Month-to-Month,3475,51.22,0.15,7.683,92.196,3336.0,3243.804
820,0.9,Month-to-Month,3706,47.684,0.1,4.7684,57.2208,3335.4,3278.1792
821,0.81,Month-to-Month,4115,92.248,0.05,4.6124,55.3488,3333.15,3277.8012
822,0.9,Month-to-Month,3698,88.4,0.1,8.840000000000002,106.08000000000001,3328.2000000000003,3222.1200000000003
823,0.92,Month-to-Month,3615,31.824,0.1,3.1824000000000003,38.1888,3325.8,3287.6112000000003
824,0.84,Month-to-Month,3958,36.972,0.05,1.8486000000000002,22.183200000000003,3324.72,3302.5368
825,0.95,Month-to-Month,3498,98.436,0.1,9.843600000000002,118.12320000000003,3323.1,3204.9768
826,0.93,Month-to-Month,3571,47.528,0.1,4.7528,57.03359999999999,3321.03,3263.9964
827,0.97,Month-to-Month,3420,88.244,0.15,13.2366,158.8392,3317.4,3158.5608
828,0.79,Month-to-Month,4198,90.012,0.05,4.5006,54.007200000000005,3316.42,3262.4128
829,0.86,Month-to-Month,3853,71.864,0.1,7.186400000000001,86.23680000000002,3313.58,3227.3432
830,0.87,Month-to-Month,3802,93.132,0.1,9.3132,111.7584,3307.74,3195.9815999999996
831,0.8,Month-to-Month,4134,49.712,0.05,2.4856000000000003,29.827200000000005,3307.2000000000003,3277.3728
832,0.89,Month-to-Month,3715,97.968,0.1,9.796800000000001,117.56160000000001,3306.35,3188.7884
833,0.95,Month-to-Month,3478,47.164,0.1,4.7164,56.5968,3304.1,3247.5032
834,0.97,Month-to-Month,3401,81.9,0.15,12.285,147.42000000000002,3298.97,3151.5499999999997
835,0.99,Month-to-Month,3330,102.18,0.15,15.327,183.924,3296.7,3112.776
836,0.77,One Year,4281,115.284,0.05,5.764200000000001,69.1704,3296.37,3227.1996
837,0.95,Month-to-Month,3469,98.28,0.1,9.828000000000001,117.936,3295.5499999999997,3177.6139999999996
838,0.76,One Year,4334,110.24,0.05,5.5120000000000005,66.144,3293.84,3227.696
839,0.95,Month-to-Month,3458,81.172,0.1,8.1172,97.4064,3285.1,3187.6936
840,0.9,Month-to-Month,3642,109.148,0.1,10.9148,130.9776,3277.8,3146.8224
