Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Regular Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Age,Number of Dependents,Latitude,Longitude,Population,CLTV,Total Customer Svc Requests,Product/Service Issues Reported,Customer Satisfaction,Price_Bucket,Population_2024,Referred a Friend_Yes,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes
10,34,0.0,29,40.55,1325.85,0.0,0.0,0.0,31,1,37.601248,-122.403099,20350,3897,0,0,3.0,Medium,39355309,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True
7,65,2.95,0,26.0,1654.85,0.0,0.0,191.75,48,1,37.540582,-122.509594,2346,5352,0,0,3.0,Low,39355309,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True
0,70,44.57,26,111.95,7795.95,0.0,0.0,3119.9,60,0,37.515556,-122.502311,3064,4182,0,0,3.0,Very High,39355309,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False
10,72,0.0,14,53.8,3952.45,0.0,553.0,0.0,61,1,37.380662,-122.086022,32143,4954,1,0,3.0,Medium,39355309,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,True,True
0,35,10.11,73,72.1,2495.15,0.0,182.15,353.85,23,2,37.388349,-122.075299,13483,5510,2,0,3.0,High,39355309,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True
3,12,25.09,17,78.85,876.75,0.0,0.0,301.08,46,0,37.573633,-122.455167,38885,2495,2,1,3.0,High,39355309,True,True,False,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False
5,62,42.05,20,70.75,4263.45,0.0,853.0,2607.1,58,2,37.22565,-122.297533,2055,4133,2,0,3.0,High,39355309,True,True,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,True
0,25,21.67,48,76.15,1992.95,0.0,957.0,541.75,26,0,37.461251,-122.235414,35737,3955,2,0,3.0,High,39355309,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,False,False,True,False,False,False
0,52,0.0,7,39.1,1982.1,0.0,13.87,0.0,63,0,37.410567,-122.297152,25569,4247,2,0,3.0,Medium,39355309,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False
0,2,1.81,0,20.05,33.7,0.0,0.0,3.62,33,0,37.527497,-122.230941,10658,4978,0,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
10,56,35.38,0,20.05,1090.1,0.0,0.0,1981.28,58,3,37.624436,-122.430661,39566,5172,2,0,3.0,Low,39355309,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True
0,12,35.81,0,19.45,227.45,0.0,0.0,429.72,27,0,37.497915,-122.267361,28098,4862,1,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7,47,11.68,0,26.9,1250.85,0.0,0.0,548.96,20,0,37.331762,-122.341444,291,2382,0,0,3.0,Low,39355309,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,18,17.33,69,50.0,892.7,0.0,616.0,311.94,30,0,37.378541,-122.020456,64010,4952,0,0,3.0,Medium,39355309,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0,8,46.78,24,60.0,487.75,0.0,117.0,374.24,43,0,37.3511,-122.037311,50070,5862,1,1,3.0,Medium,39355309,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
8,45,22.8,15,84.55,3713.95,0.0,557.0,1026.0,49,0,37.421633,-122.009613,16985,3289,0,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False
0,3,20.37,17,45.45,141.7,0.0,2.41,61.11,35,0,37.7795,-122.419233,28998,3666,1,0,3.0,Medium,39355309,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0,38,40.64,0,20.05,678.2,0.0,0.0,1544.32,22,0,37.773147,-122.411287,23036,4539,0,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2,72,47.82,21,115.55,8425.3,0.0,0.0,3443.04,46,0,37.791222,-122.402241,384,5890,2,1,3.0,Very High,39355309,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,False,True,False
4,71,15.73,17,99.0,7061.65,0.0,0.0,1116.83,43,2,37.768881,-122.395521,17372,4305,2,0,3.0,High,39355309,True,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,True,False,False,False,False,True,True
9,66,0.0,23,50.55,3364.55,0.0,774.0,0.0,33,4,37.791998,-122.408653,13723,4652,2,1,4.0,Medium,39355309,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True
5,13,35.19,0,25.0,332.5,0.0,0.0,457.47,44,3,37.801776,-122.402293,3337,4734,0,0,3.0,Low,39355309,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True
1,65,10.11,26,91.55,5963.95,0.0,1551.0,657.15,52,3,37.720498,-122.443119,73117,4921,3,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,True
2,15,46.47,0,19.35,278.85,0.0,0.0,697.05,19,3,37.786031,-122.437301,33122,2742,2,1,3.0,Low,39355309,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True
1,72,13.27,0,24.85,1871.85,0.0,0.0,955.44,21,0,37.74441,-122.486764,42959,4067,2,0,3.0,Low,39355309,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,42,12.6,26,100.4,4303.65,0.0,0.0,529.2,42,3,37.781304,-122.461522,38955,3265,2,0,3.0,Very High,39355309,True,True,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True
1,71,48.01,0,25.0,1753.0,0.0,0.0,3408.71,61,0,37.776718,-122.495781,42476,4066,0,0,3.0,Low,39355309,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,35,37.81,0,19.25,617.65,0.0,0.0,1323.35,31,0,37.731505,-122.384532,33177,4988,0,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,53,43.39,29,108.25,5935.1,0.0,1721.0,2299.67,38,2,37.736535,-122.45732,20643,5989,2,2,4.0,Very High,39355309,True,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True
0,48,33.68,0,20.15,982.95,0.0,0.0,1616.64,41,0,37.746699,-122.442833,27906,4399,0,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
0,10,4.42,0,20.0,198.7,0.0,0.0,44.2,56,0,37.802071,-122.411004,26831,2411,0,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,12,16.96,18,105.3,1275.65,0.0,0.0,203.52,62,2,37.721052,-122.413573,40137,5913,1,0,3.0,Very High,39355309,False,True,False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,False,True
0,58,40.16,20,65.25,3791.6,0.0,0.0,2329.28,47,0,37.45809,-122.115398,45499,5912,1,0,3.0,Medium,39355309,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False
0,37,41.99,0,19.8,813.3,0.0,0.0,1553.63,49,0,37.386978,-122.177746,1723,5336,0,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1,44,4.17,0,19.6,780.25,0.0,0.0,183.48,21,2,37.424342,-122.165641,13386,5584,4,0,5.0,Low,39355309,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True
0,27,17.3,0,20.05,552.9,0.0,0.0,467.1,26,3,37.416159,-122.131337,24492,2400,0,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
0,8,20.9,6,49.4,408.25,0.0,2.45,167.2,52,0,37.590421,-122.306467,32488,2907,0,0,3.0,Medium,39355309,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,57,32.37,28,100.6,5611.7,0.0,0.0,1845.09,37,3,37.556094,-122.272437,31882,6351,0,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,True,True
0,12,18.12,0,19.45,246.25,0.0,0.0,217.44,38,0,37.774633,-122.274434,58555,4788,2,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,62,2.41,0,20.3,1296.15,0.0,0.0,149.42,57,2,37.724817,-122.224363,13996,4574,0,0,3.0,Low,39355309,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
1,65,27.69,52,107.65,7082.85,0.0,0.0,1799.85,25,0,37.791481,-121.903253,19777,4193,1,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True,False
1,71,26.58,27,80.45,5662.25,0.0,0.0,1887.18,30,0,37.855717,-121.994813,15187,4518,0,0,3.0,High,39355309,True,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,False
1,21,35.72,30,58.85,1215.45,0.0,36.46,750.12,63,3,38.542448,-122.419923,3641,2845,0,0,3.0,Medium,39355309,True,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,True,True
9,71,49.32,9,109.6,7854.15,0.0,70.69,3501.72,53,0,37.980057,-121.801599,90891,4564,0,0,3.0,Very High,39355309,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,False,False,True,False
0,7,30.06,10,75.15,525.0,0.0,0.0,210.42,56,0,38.113533,-122.11926,25578,4216,0,0,3.0,High,39355309,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,72,23.02,69,73.0,5265.2,0.0,363.3,1657.44,23,0,38.050558,-121.646924,2379,5127,1,0,3.0,High,39355309,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,True,False,False,False
0,1,1.15,23,70.1,70.1,0.0,0.0,1.15,53,0,38.140719,-121.838298,138,2475,0,0,3.0,High,39355309,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6,72,35.21,10,98.65,7129.45,0.0,0.0,2535.12,61,2,37.908242,-121.682472,26577,4616,0,0,3.0,High,39355309,True,False,False,False,False,True,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,False,False,False,True,True
3,64,39.37,53,111.45,7266.95,0.0,3851.0,2519.68,48,3,37.83323,-121.601461,10153,5129,2,0,3.0,Very High,39355309,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True
0,72,48.37,5,114.9,8496.7,0.0,42.48,3482.64,56,0,38.629618,-122.593216,7384,4589,1,1,4.0,Very High,39355309,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False
0,29,10.67,12,100.55,2878.75,0.0,0.0,309.43,33,0,37.881842,-121.848111,14239,4847,1,0,4.0,Very High,39355309,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
0,13,6.56,0,20.4,261.3,0.0,0.0,85.28,23,0,37.950248,-122.022455,27394,4883,1,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False
0,31,45.71,58,104.35,3205.6,0.0,1859.0,1417.01,23,0,37.990118,-122.012188,18650,5320,1,0,3.0,Very High,39355309,False,True,False,False,False,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
8,14,9.77,21,80.45,1137.05,0.0,239.0,136.78,43,3,37.924838,-122.289145,23141,5772,1,0,3.0,High,39355309,True,False,False,True,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True
0,72,44.21,22,91.35,6697.2,0.0,1473.0,3183.12,47,0,37.572273,-121.964583,66543,5378,0,0,3.0,High,39355309,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False
0,25,18.87,0,19.9,505.45,0.0,0.0,471.75,47,1,37.674002,-122.076796,60274,4134,1,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
0,18,48.68,48,68.35,1299.8,0.0,0.0,876.24,22,0,37.639215,-122.037554,72993,5993,0,0,3.0,Medium,39355309,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False
6,71,28.02,27,79.1,5564.85,0.0,1503.0,1989.42,21,0,37.62984,-122.120843,27311,5872,1,0,3.0,High,39355309,True,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,False,True,False
0,2,5.3,11,80.55,188.1,0.0,0.0,10.6,56,1,37.991259,-122.214945,22479,5346,0,0,3.0,High,39355309,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,17,29.87,53,66.7,1077.05,0.0,0.0,507.79,48,3,37.907777,-122.127161,23996,2814,0,0,3.0,Medium,39355309,True,False,False,True,False,True,True,True,False,False,False,True,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,True
0,56,37.15,13,86.4,4922.4,0.0,0.0,2080.4,32,0,37.571748,-121.659562,75929,4449,0,0,3.0,High,39355309,False,True,False,False,False,True,True,True,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
7,60,0.0,4,50.05,2911.5,0.0,116.0,0.0,31,0,37.722727,-122.02157,13212,5493,0,0,3.0,Medium,39355309,True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
0,33,36.5,0,25.7,826.1,0.0,0.0,1204.5,60,0,38.014457,-122.115432,46677,3378,0,0,3.0,Low,39355309,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,1,43.06,9,83.4,83.4,0.0,0.0,43.06,49,0,37.555473,-122.080312,33883,5960,2,0,3.0,High,39355309,False,True,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False
8,63,12.96,7,84.65,5377.8,0.0,376.0,816.48,52,0,38.489789,-122.27011,63947,4604,1,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,True,False
0,55,27.0,20,64.75,3617.1,0.0,0.0,1485.0,63,0,37.504133,-122.032347,42491,4634,0,0,3.0,Medium,39355309,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,True,False,True,False,False,False,False,False
8,65,36.62,6,100.15,6643.5,0.0,0.0,2380.3,35,0,37.999406,-121.686241,27607,4915,3,0,4.0,Very High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False
0,63,4.01,0,25.25,1559.3,0.0,0.0,252.63,28,0,37.996462,-122.293716,16717,4530,2,1,4.0,Low,39355309,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False
5,36,0.0,71,40.65,1547.35,0.0,1099.0,0.0,19,3,37.633361,-121.862395,36669,2564,0,0,3.0,Medium,39355309,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True
0,22,48.07,18,94.95,2142.8,0.0,0.0,1057.54,37,0,38.035707,-122.196821,173,4242,1,0,5.0,High,39355309,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False
0,1,11.96,0,19.8,19.8,0.0,0.0,11.96,50,0,37.717196,-122.159338,41871,3129,1,1,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,56,49.36,21,81.8,4534.45,0.0,95.22,2764.16,55,0,37.704384,-122.126703,36568,4399,1,1,5.0,High,39355309,False,True,False,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,False
0,2,43.27,0,20.0,40.9,0.0,0.0,86.54,40,0,37.687264,-122.15728,19815,2237,0,0,3.0,Low,39355309,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,35,20.61,16,59.6,2094.9,0.0,0.0,721.35,48,0,37.676249,-122.132415,26240,2187,0,0,3.0,Medium,39355309,False,True,False,False,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
5,64,6.81,0,25.0,1584.8,0.0,0.0,435.84,44,0,37.766556,-121.976784,44078,5538,1,0,3.0,Low,39355309,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,15,6.22,4,84.35,1302.65,0.0,52.0,93.3,44,0,38.197907,-122.017258,39279,3314,0,0,3.0,High,39355309,False,False,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0,1,33.32,48,55.55,55.55,0.0,0.0,33.32,23,0,37.59485,-122.051521,66472,2207,3,0,3.0,Medium,39355309,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False
9,70,39.53,53,75.35,5437.75,0.0,2882.0,2767.1,35,3,37.685052,-121.912061,28568,6477,3,1,3.0,High,39355309,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,True,True
0,39,6.77,17,59.3,2209.15,0.0,376.0,264.03,62,0,38.105733,-122.186338,51665,5843,2,0,3.0,Medium,39355309,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
0,29,17.87,26,66.1,1912.15,0.0,497.0,518.23,32,0,38.093701,-122.276589,159,5590,2,0,3.0,Medium,39355309,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2,14,44.55,0,18.8,255.55,0.0,0.0,623.7,38,3,37.862128,-122.075197,18024,5751,0,0,3.0,Low,39355309,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True
0,61,4.51,24,86.45,5175.3,0.0,0.0,275.11,57,0,37.900662,-122.052782,40917,4471,2,1,3.0,High,39355309,False,True,False,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False
0,13,19.17,59,52.1,670.65,0.0,0.0,249.21,28,1,37.916648,-122.008483,26022,4929,3,0,3.0,Medium,39355309,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,True
0,66,0.0,29,47.4,3177.25,0.0,921.0,0.0,64,0,38.421458,-122.365048,2873,6435,0,0,3.0,Medium,39355309,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False
7,59,40.47,4,109.15,6557.75,0.0,26.23,2387.73,52,0,37.803883,-122.208417,28900,5186,1,0,4.0,Very High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False
6,62,15.76,59,94.95,5791.85,0.0,341.72,977.12,19,3,37.739113,-122.175602,31392,4262,1,1,3.0,High,39355309,True,True,False,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True
0,66,12.48,23,79.5,5196.1,0.0,0.0,823.68,48,2,37.792489,-122.244314,41876,4285,1,0,3.0,High,39355309,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,False,True
0,72,19.6,15,115.05,8405.0,0.0,1261.0,1411.2,41,0,37.80707,-122.297401,21054,5905,1,2,3.0,Very High,39355309,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False
2,51,18.42,47,95.15,5000.05,0.0,2350.0,939.42,21,1,37.808731,-122.238708,29964,6492,1,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True
0,63,22.73,73,105.4,6713.2,0.0,4901.0,1431.99,25,0,37.828416,-122.216005,36517,4551,0,0,3.0,Very High,39355309,False,True,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False
0,27,33.4,0,20.1,562.6,0.0,0.0,901.8,31,0,37.809014,-122.269739,11702,3428,0,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
10,42,32.02,0,20.7,828.85,0.0,0.0,1344.84,59,1,37.750553,-122.197175,30751,5320,2,1,3.0,Low,39355309,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True
0,29,21.19,0,20.35,617.35,0.0,0.0,614.51,28,0,37.866009,-122.286228,15638,4840,0,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,30,24.57,0,19.7,625.05,0.0,0.0,737.1,62,0,37.871416,-122.246597,21205,3302,2,0,3.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
9,71,22.83,53,85.45,6029.9,0.0,0.0,1620.93,35,3,37.890274,-122.295192,15882,5394,1,1,3.0,High,39355309,True,False,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,True
6,46,0.0,26,40.4,1842.7,0.0,0.0,0.0,63,0,37.897753,-122.279391,11889,2519,0,0,3.0,Medium,39355309,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
0,69,44.57,28,105.2,7386.05,0.0,0.0,3075.33,48,0,37.872902,-122.303708,8157,6247,0,0,3.0,Very High,39355309,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False
10,72,41.68,28,100.65,7334.05,0.0,0.0,3000.96,48,0,37.945288,-122.383941,28450,6380,0,0,3.0,Very High,39355309,True,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
0,28,45.24,59,91.0,2626.15,0.0,0.0,1266.72,26,0,37.921034,-122.341798,39089,2448,0,0,3.0,High,39355309,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
0,7,6.83,17,59.1,369.25,0.0,0.0,47.81,32,0,38.018065,-122.546024,28403,4770,0,0,3.0,Medium,39355309,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False
0,22,31.53,11,49.8,1049.05,0.0,0.0,693.66,64,0,37.946617,-122.563571,12010,4667,1,0,3.0,Medium,39355309,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,72,45.75,0,19.3,1414.8,0.0,0.0,3294.0,57,0,37.885629,-122.46858,13065,4722,1,0,4.0,Low,39355309,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
6,8,26.17,0,19.65,169.75,0.0,0.0,209.36,58,3,38.343282,-122.9755,584,4535,2,1,4.0,Low,39355309,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True
6,52,41.34,24,81.4,4354.45,0.0,1045.0,2149.68,64,0,38.377165,-123.037957,1785,4628,0,0,3.0,High,39355309,True,True,False,False,False,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False
0,68,0.0,58,38.9,2719.2,0.0,0.0,0.0,21,0,37.943087,-122.72379,1573,5278,1,0,3.0,Medium,39355309,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False
7,71,9.06,30,87.95,6365.35,0.0,1910.0,643.26,46,0,37.924014,-122.511694,9038,4278,1,0,4.0,High,39355309,True,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False
0,2,27.47,0,19.85,51.6,0.0,0.0,54.94,27,0,38.34719,-122.697822,42544,3300,2,0,3.0,Low,39355309,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
0,35,0.0,21,24.15,812.5,0.0,0.0,0.0,54,0,37.971751,-122.611873,8486,5097,0,0,3.0,Low,39355309,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8,61,42.11,0,19.1,1143.8,0.0,0.0,2568.71,21,1,38.326215,-122.718742,7936,4376,0,0,3.0,Low,39355309,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True
